season,week,celebrity_name,judge_share,is_eliminated,prior_fan_share,prior_source,solved_fan_share
3,1,Emmitt Smith,0.1218274111675127,0,0.1218274111675127,Judge_Share,
3,1,Harry Hamlin,0.0862944162436548,0,0.0862944162436548,Judge_Share,
3,1,Jerry Springer,0.0812182741116751,0,0.0812182741116751,Judge_Share,
3,1,Joey Lawrence,0.1065989847715736,0,0.1065989847715736,Judge_Share,
3,1,Mario Lopez,0.1319796954314721,0,0.1319796954314721,Judge_Share,
3,1,Monique Coleman,0.0964467005076142,0,0.0964467005076142,Judge_Share,
3,1,Shanna Moakler,0.0913705583756345,0,0.0913705583756345,Judge_Share,
3,1,Tucker Carlson,0.0609137055837563,1,0.0609137055837563,Judge_Share,
3,1,Vivica A. Fox,0.1116751269035533,0,0.1116751269035533,Judge_Share,
3,1,Willa Ford,0.1116751269035533,0,0.1116751269035533,Judge_Share,
3,2,Emmitt Smith,0.1148325358851674,0,0.12972972972972974,History,
3,2,Harry Hamlin,0.1004784688995215,0,0.09189189189189188,History,
3,2,Jerry Springer,0.0909090909090909,0,0.08648648648648648,History,
3,2,Joey Lawrence,0.138755980861244,0,0.11351351351351352,History,
3,2,Mario Lopez,0.1004784688995215,0,0.14054054054054055,History,
3,2,Monique Coleman,0.124401913875598,0,0.1027027027027027,History,
3,2,Shanna Moakler,0.1052631578947368,1,0.09729729729729729,History,
3,2,Vivica A. Fox,0.1148325358851674,0,0.11891891891891893,History,
3,2,Willa Ford,0.1100478468899521,0,0.11891891891891893,History,
3,3,Emmitt Smith,0.1043956043956044,0,0.1437125748502994,History,
3,3,Harry Hamlin,0.1208791208791208,1,0.10179640718562873,History,
3,3,Jerry Springer,0.1153846153846153,0,0.09580838323353291,History,
3,3,Joey Lawrence,0.1208791208791208,0,0.12574850299401197,History,
3,3,Mario Lopez,0.1208791208791208,0,0.155688622754491,History,
3,3,Monique Coleman,0.1483516483516483,0,0.11377245508982034,History,
3,3,Vivica A. Fox,0.1483516483516483,0,0.13173652694610777,History,
3,3,Willa Ford,0.1208791208791208,0,0.13173652694610777,History,
3,4,Emmitt Smith,0.1348314606741573,0,0.16,History,
3,4,Jerry Springer,0.1235955056179775,0,0.10666666666666665,History,
3,4,Joey Lawrence,0.1516853932584269,0,0.13999999999999999,History,
3,4,Mario Lopez,0.1629213483146067,0,0.1733333333333333,History,
3,4,Monique Coleman,0.1348314606741573,0,0.12666666666666665,History,
3,4,Vivica A. Fox,0.1348314606741573,1,0.14666666666666664,History,
3,4,Willa Ford,0.1573033707865168,0,0.14666666666666664,History,
3,5,Emmitt Smith,0.1719745222929936,0,0.18750000000000003,History,
3,5,Jerry Springer,0.1528662420382165,0,0.125,History,
3,5,Joey Lawrence,0.1592356687898089,0,0.16406250000000003,History,
3,5,Mario Lopez,0.1719745222929936,0,0.20312500000000003,History,
3,5,Monique Coleman,0.1719745222929936,0,0.1484375,History,
3,5,Willa Ford,0.1719745222929936,1,0.171875,History,
3,6,Emmitt Smith,0.211864406779661,0,0.22641509433962267,History,
3,6,Jerry Springer,0.1525423728813559,0,0.1509433962264151,History,
3,6,Joey Lawrence,0.2033898305084746,0,0.19811320754716985,History,
3,6,Mario Lopez,0.2372881355932203,0,0.24528301886792456,History,
3,6,Monique Coleman,0.1949152542372881,0,0.1792452830188679,History,
3,7,Emmitt Smith,0.2111111111111111,0,0.22641509433962262,History,
3,7,Jerry Springer,0.1703703703703703,1,0.15094339622641506,History,
3,7,Joey Lawrence,0.2111111111111111,0,0.1981132075471698,History,
3,7,Mario Lopez,0.2074074074074074,0,0.2452830188679245,History,
3,7,Monique Coleman,0.2,0,0.17924528301886788,History,
3,8,Emmitt Smith,0.2477064220183486,0,0.26666666666666666,History,
3,8,Joey Lawrence,0.2477064220183486,0,0.23333333333333334,History,
3,8,Mario Lopez,0.2614678899082568,0,0.28888888888888886,History,
3,8,Monique Coleman,0.2431192660550458,1,0.21111111111111108,History,
3,9,Emmitt Smith,0.3333333333333333,0,0.3380281690140845,History,
3,9,Joey Lawrence,0.3333333333333333,0,0.29577464788732394,History,
3,9,Mario Lopez,0.3333333333333333,0,0.3661971830985915,History,
3,10,Emmitt Smith,0.5,0,0.48000000000000004,History,
3,10,Mario Lopez,0.5,0,0.52,History,
4,1,Apolo Anton Ohno,0.1019417475728155,0,0.1019417475728155,Judge_Share,
4,1,Billy Ray Cyrus,0.0631067961165048,0,0.0631067961165048,Judge_Share,
4,1,Clyde Drexler,0.0776699029126213,0,0.0776699029126213,Judge_Share,
4,1,Heather Mills,0.087378640776699,0,0.087378640776699,Judge_Share,
4,1,Ian Ziering,0.1019417475728155,0,0.1019417475728155,Judge_Share,
4,1,Joey Fatone,0.116504854368932,0,0.116504854368932,Judge_Share,
4,1,John Ratzenberger,0.0825242718446602,0,0.0825242718446602,Judge_Share,
4,1,Laila Ali,0.1116504854368932,0,0.1116504854368932,Judge_Share,
4,1,Leeza Gibbons,0.0728155339805825,0,0.0728155339805825,Judge_Share,
4,1,Paulina Porizkova,0.0922330097087378,0,0.0922330097087378,Judge_Share,
4,1,Shandi Finnessey,0.0922330097087378,0,0.0922330097087378,Judge_Share,
4,2,Apolo Anton Ohno,0.1061224489795918,0,0.10194174757281553,History,
4,2,Billy Ray Cyrus,0.0857142857142857,0,0.06310679611650483,History,
4,2,Clyde Drexler,0.073469387755102,0,0.07766990291262132,History,
4,2,Heather Mills,0.0979591836734693,0,0.08737864077669903,History,
4,2,Ian Ziering,0.0897959183673469,0,0.10194174757281553,History,
4,2,Joey Fatone,0.0979591836734693,0,0.11650485436893204,History,
4,2,John Ratzenberger,0.0857142857142857,0,0.08252427184466023,History,
4,2,Laila Ali,0.110204081632653,0,0.11165048543689324,History,
4,2,Leeza Gibbons,0.0857142857142857,0,0.07281553398058253,History,
4,2,Paulina Porizkova,0.0857142857142857,1,0.09223300970873782,History,
4,2,Shandi Finnessey,0.0816326530612244,0,0.09223300970873782,History,
4,3,Apolo Anton Ohno,0.1055045871559633,0,0.1122994652406417,History,
4,3,Billy Ray Cyrus,0.0963302752293578,0,0.06951871657754008,History,
4,3,Clyde Drexler,0.073394495412844,0,0.08556149732620316,History,
4,3,Heather Mills,0.110091743119266,0,0.0962566844919786,History,
4,3,Ian Ziering,0.110091743119266,0,0.1122994652406417,History,
4,3,Joey Fatone,0.110091743119266,0,0.1283422459893048,History,
4,3,John Ratzenberger,0.091743119266055,0,0.09090909090909094,History,
4,3,Laila Ali,0.0963302752293578,0,0.12299465240641715,History,
4,3,Leeza Gibbons,0.110091743119266,0,0.08021390374331551,History,
4,3,Shandi Finnessey,0.0963302752293578,1,0.10160427807486626,History,
4,4,Apolo Anton Ohno,0.1368421052631579,0,0.125,History,
4,4,Billy Ray Cyrus,0.1105263157894736,0,0.07738095238095236,History,
4,4,Clyde Drexler,0.0789473684210526,0,0.09523809523809519,History,
4,4,Heather Mills,0.1210526315789473,0,0.10714285714285715,History,
4,4,Ian Ziering,0.1263157894736842,0,0.125,History,
4,4,Joey Fatone,0.1473684210526315,0,0.14285714285714285,History,
4,4,John Ratzenberger,0.0842105263157894,0,0.10119047619047623,History,
4,4,Laila Ali,0.1105263157894736,0,0.13690476190476195,History,
4,4,Leeza Gibbons,0.0842105263157894,1,0.08928571428571429,History,
4,5,Apolo Anton Ohno,0.1704545454545454,0,0.13725490196078433,History,
4,5,Billy Ray Cyrus,0.096590909090909,0,0.08496732026143788,History,
4,5,Clyde Drexler,0.0738636363636363,1,0.10457516339869276,History,
4,5,Heather Mills,0.1193181818181818,0,0.11764705882352942,History,
4,5,Ian Ziering,0.1363636363636363,0,0.13725490196078433,History,
4,5,Joey Fatone,0.1420454545454545,0,0.1568627450980392,History,
4,5,John Ratzenberger,0.1022727272727272,0,0.11111111111111116,History,
4,5,Laila Ali,0.1590909090909091,0,0.15032679738562096,History,
4,6,Apolo Anton Ohno,0.1647058823529411,0,0.15328467153284672,History,
4,6,Billy Ray Cyrus,0.1235294117647058,0,0.09489051094890508,History,
4,6,Heather Mills,0.1352941176470588,1,0.13138686131386862,History,
4,6,Ian Ziering,0.1411764705882353,0,0.15328467153284672,History,
4,6,Joey Fatone,0.1588235294117647,0,0.1751824817518248,History,
4,6,John Ratzenberger,0.1117647058823529,0,0.12408759124087597,History,
4,6,Laila Ali,0.1647058823529411,0,0.16788321167883216,History,
4,7,Apolo Anton Ohno,0.174757281553398,0,0.17647058823529413,History,
4,7,Billy Ray Cyrus,0.1229773462783171,0,0.10924369747899156,History,
4,7,Ian Ziering,0.174757281553398,0,0.17647058823529413,History,
4,7,Joey Fatone,0.1909385113268608,0,0.20168067226890754,History,
4,7,John Ratzenberger,0.145631067961165,1,0.1428571428571429,History,
4,7,Laila Ali,0.1909385113268608,0,0.19327731092436978,History,
4,8,Apolo Anton Ohno,0.2310756972111553,0,0.20588235294117646,History,
4,8,Billy Ray Cyrus,0.1513944223107569,1,0.1274509803921568,History,
4,8,Ian Ziering,0.1872509960159362,0,0.20588235294117646,History,
4,8,Joey Fatone,0.2191235059760956,0,0.2352941176470588,History,
4,8,Laila Ali,0.2111553784860557,0,0.2254901960784314,History,
4,9,Apolo Anton Ohno,0.2489451476793249,0,0.23595505617977527,History,
4,9,Ian Ziering,0.2447257383966244,1,0.23595505617977527,History,
4,9,Joey Fatone,0.2531645569620253,0,0.26966292134831454,History,
4,9,Laila Ali,0.2531645569620253,0,0.25842696629213485,History,
4,10,Apolo Anton Ohno,0.3397685007685367,0,0.3088235294117648,History,
4,10,Joey Fatone,0.3320460681848982,0,0.3529411764705882,History,
4,10,Laila Ali,0.3281854310465651,0,0.33823529411764713,History,
5,1,Albert Reed,0.0817120622568093,0,0.0817120622568093,Judge_Share,
5,1,Cameron Mathison,0.0817120622568093,0,0.0817120622568093,Judge_Share,
5,1,Floyd Mayweather Jr. ,0.0700389105058365,0,0.0700389105058365,Judge_Share,
5,1,Helio Castroneves,0.0972762645914396,0,0.0972762645914396,Judge_Share,
5,1,Jane Seymour,0.0933852140077821,0,0.0933852140077821,Judge_Share,
5,1,Jennie Garth,0.0817120622568093,0,0.0817120622568093,Judge_Share,
5,1,Josie Maran,0.0622568093385214,1,0.0622568093385214,Judge_Share,
5,1,Marie Osmond,0.0817120622568093,0,0.0817120622568093,Judge_Share,
5,1,Mark Cuban,0.0817120622568093,0,0.0817120622568093,Judge_Share,
5,1,Mel B,0.0933852140077821,0,0.0933852140077821,Judge_Share,
5,1,Sabrina Bryan,0.1011673151750972,0,0.1011673151750972,Judge_Share,
5,1,Wayne Newton,0.0739299610894941,0,0.0739299610894941,Judge_Share,
5,2,Albert Reed,0.088235294117647,1,0.08713692946058091,History,
5,2,Cameron Mathison,0.088235294117647,0,0.08713692946058091,History,
5,2,Floyd Mayweather Jr. ,0.088235294117647,0,0.07468879668049787,History,
5,2,Helio Castroneves,0.1134453781512605,0,0.10373443983402486,History,
5,2,Jane Seymour,0.088235294117647,0,0.09958506224066395,History,
5,2,Jennie Garth,0.088235294117647,0,0.08713692946058091,History,
5,2,Marie Osmond,0.1008403361344537,0,0.08713692946058091,History,
5,2,Mark Cuban,0.0756302521008403,0,0.08713692946058091,History,
5,2,Mel B,0.0966386554621848,0,0.09958506224066395,History,
5,2,Sabrina Bryan,0.1092436974789916,0,0.10788381742738586,History,
5,2,Wayne Newton,0.0630252100840336,0,0.07883817427385889,History,
5,3,Cameron Mathison,0.0962343096234309,0,0.09545454545454546,History,
5,3,Floyd Mayweather Jr. ,0.0878661087866108,0,0.08181818181818176,History,
5,3,Helio Castroneves,0.100418410041841,0,0.11363636363636362,History,
5,3,Jane Seymour,0.1129707112970711,0,0.10909090909090915,History,
5,3,Jennie Garth,0.1087866108786611,0,0.09545454545454546,History,
5,3,Marie Osmond,0.1087866108786611,0,0.09545454545454546,History,
5,3,Mark Cuban,0.0836820083682008,0,0.09545454545454546,History,
5,3,Mel B,0.1129707112970711,0,0.10909090909090915,History,
5,3,Sabrina Bryan,0.1129707112970711,0,0.11818181818181817,History,
5,3,Wayne Newton,0.0753138075313807,1,0.08636363636363634,History,
5,4,Cameron Mathison,0.1153846153846153,0,0.1044776119402985,History,
5,4,Floyd Mayweather Jr. ,0.0982905982905982,1,0.08955223880597009,History,
5,4,Helio Castroneves,0.1153846153846153,0,0.1243781094527363,History,
5,4,Jane Seymour,0.1111111111111111,0,0.11940298507462693,History,
5,4,Jennie Garth,0.1153846153846153,0,0.1044776119402985,History,
5,4,Marie Osmond,0.1111111111111111,0,0.1044776119402985,History,
5,4,Mark Cuban,0.094017094017094,0,0.1044776119402985,History,
5,4,Mel B,0.1111111111111111,0,0.11940298507462693,History,
5,4,Sabrina Bryan,0.1282051282051282,0,0.12935323383084574,History,
5,5,Cameron Mathison,0.1306532663316583,0,0.11475409836065573,History,
5,5,Helio Castroneves,0.1155778894472361,0,0.13661202185792345,History,
5,5,Jane Seymour,0.1306532663316583,0,0.13114754098360662,History,
5,5,Jennie Garth,0.1256281407035175,0,0.11475409836065573,History,
5,5,Marie Osmond,0.1055276381909547,0,0.11475409836065573,History,
5,5,Mark Cuban,0.1055276381909547,1,0.11475409836065573,History,
5,5,Mel B,0.1457286432160804,0,0.13114754098360662,History,
5,5,Sabrina Bryan,0.1407035175879397,0,0.1420765027322404,History,
5,6,Cameron Mathison,0.1388888888888889,0,0.12962962962962962,History,
5,6,Helio Castroneves,0.1555555555555555,0,0.15432098765432095,History,
5,6,Jane Seymour,0.1222222222222222,0,0.14814814814814822,History,
5,6,Jennie Garth,0.15,0,0.12962962962962962,History,
5,6,Marie Osmond,0.1277777777777777,0,0.12962962962962962,History,
5,6,Mel B,0.1666666666666666,0,0.14814814814814822,History,
5,6,Sabrina Bryan,0.1388888888888889,1,0.1604938271604938,History,
5,7,Cameron Mathison,0.1634615384615384,0,0.1544117647058823,History,
5,7,Helio Castroneves,0.1666666666666666,0,0.18382352941176464,History,
5,7,Jane Seymour,0.1602564102564102,1,0.17647058823529416,History,
5,7,Jennie Garth,0.1698717948717948,0,0.1544117647058823,History,
5,7,Marie Osmond,0.1666666666666666,0,0.1544117647058823,History,
5,7,Mel B,0.173076923076923,0,0.17647058823529416,History,
5,8,Cameron Mathison,0.1939163498098859,1,0.18749999999999997,History,
5,8,Helio Castroneves,0.2167300380228136,0,0.22321428571428567,History,
5,8,Jennie Garth,0.1901140684410646,0,0.18749999999999997,History,
5,8,Marie Osmond,0.1863117870722433,0,0.18749999999999997,History,
5,8,Mel B,0.2129277566539923,0,0.21428571428571438,History,
