season,week,celebrity_name,judge_share,is_eliminated,prior_fan_share,estimated_fan_share,optimization_success,loss_value,implied_total_score
3,1,Emmitt Smith,0.1218274111675127,0,0.1218274111675127,0.12073128069769877,True,-0.11415300508835398,0.24255869186521145
3,1,Harry Hamlin,0.0862944162436548,0,0.0862944162436548,0.08692248805284235,True,-0.11415300508835398,0.17321690429649717
3,1,Jerry Springer,0.0812182741116751,0,0.0812182741116751,0.0821494690671582,True,-0.11415300508835398,0.1633677431788333
3,1,Joey Lawrence,0.1065989847715736,0,0.1065989847715736,0.10617051125986286,True,-0.11415300508835398,0.21276949603143647
3,1,Mario Lopez,0.1319796954314721,0,0.1319796954314721,0.13048335143695897,True,-0.11415300508835398,0.262463046868431
3,1,Monique Coleman,0.0964467005076142,0,0.0964467005076142,0.09651864412410875,True,-0.11415300508835398,0.19296534463172293
3,1,Shanna Moakler,0.0913705583756345,0,0.0913705583756345,0.09171283811344977,True,-0.11415300508835398,0.18308339648908428
3,1,Tucker Carlson,0.0609137055837563,1,0.0609137055837563,0.06328331065373634,True,-0.11415300508835398,0.12419701623749263
3,1,Vivica A. Fox,0.1116751269035533,0,0.1116751269035533,0.11101405334365816,True,-0.11415300508835398,0.22268918024721146
3,1,Willa Ford,0.1116751269035533,0,0.1116751269035533,0.11101405325052591,True,-0.11415300508835398,0.2226891801540792
3,2,Emmitt Smith,0.1148325358851674,0,0.12888772247877567,0.1281423238998986,True,-0.10770491296258983,0.242974859785066
3,2,Harry Hamlin,0.1004784688995215,0,0.09279485360029799,0.09359722121799742,True,-0.10770491296258983,0.1940756901175189
3,2,Jerry Springer,0.0909090909090909,0,0.08769937591748307,0.10130161239661015,True,-0.10770491296258983,0.19221070330570106
3,2,Joey Lawrence,0.138755980861244,0,0.11334324718177004,0.1131978911522271,True,-0.10770491296258983,0.2519538720134711
3,2,Mario Lopez,0.1004784688995215,0,0.13929862990700373,0.13815557507156714,True,-0.10770491296258983,0.23863404397108864
3,2,Monique Coleman,0.124401913875598,0,0.10303931297676493,0.1033261309764891,True,-0.10770491296258983,0.22772804485208709
3,2,Shanna Moakler,0.1052631578947368,1,0.09790883322198127,0.08594754541096425,True,-0.10770491296258983,0.19121070330570106
3,2,Vivica A. Fox,0.1148325358851674,0,0.11851401240767373,0.11816585063161764,True,-0.10770491296258983,0.23299838651678503
3,2,Willa Ford,0.1100478468899521,0,0.1185140123082496,0.11816584924262864,True,-0.10770491296258983,0.22821369613258075
3,3,Emmitt Smith,0.1043956043956044,0,0.1401914334965735,0.13958819362557923,True,-0.10362566952657574,0.24398379802118364
3,3,Harry Hamlin,0.1208791208791208,1,0.10239808530472068,0.1033430339806627,True,-0.10362566952657574,0.2242221548597835
3,3,Jerry Springer,0.1153846153846153,0,0.11082691358468703,0.1113880769729752,True,-0.10362566952657574,0.2267726923575905
3,3,Joey Lawrence,0.1208791208791208,0,0.12384178893006927,0.12385511267517646,True,-0.10362566952657574,0.24473423355429724
3,3,Mario Lopez,0.1208791208791208,0,0.1511462218365606,0.1501661912523057,True,-0.10362566952657574,0.2710453121314265
3,3,Monique Coleman,0.1483516483516483,0,0.1130417958594567,0.11350475716678518,True,-0.10362566952657574,0.2618564055184335
3,3,Vivica A. Fox,0.1483516483516483,0,0.12927688125376327,0.1290773178761535,True,-0.10362566952657574,0.2774289662278018
3,3,Willa Ford,0.1208791208791208,0,0.12927687973416888,0.12907731645036197,True,-0.10362566952657574,0.24995643732948275
3,4,Emmitt Smith,0.1348314606741573,0,0.1556762495754356,0.15517555614305228,True,-0.09451045695663031,0.2900070168172096
3,4,Jerry Springer,0.1235955056179775,0,0.12422596510622883,0.13982289039678905,True,-0.09451045695663031,0.2634183960147666
3,4,Joey Lawrence,0.1516853932584269,0,0.13812987281526948,0.1382859543196773,True,-0.09451045695663031,0.28997134757810417
3,4,Mario Lopez,0.1629213483146067,0,0.1674734005792213,0.16666424404654134,True,-0.09451045695663031,0.32958559236114804
3,4,Monique Coleman,0.1348314606741573,0,0.1265866005264909,0.12858693534060925,True,-0.09451045695663031,0.2634183960147666
3,4,Vivica A. Fox,0.1348314606741573,1,0.14395395649373657,0.12758693534060925,True,-0.09451045695663031,0.2624183960147666
3,4,Willa Ford,0.1573033707865168,0,0.14395395490361726,0.14387748441272158,True,-0.09451045695663031,0.3011808551992384
3,5,Emmitt Smith,0.1719745222929936,0,0.17786936306786766,0.17769121675334032,True,-0.08761335318191661,0.3496657390463339
3,5,Jerry Springer,0.1528662420382165,0,0.16027143111546474,0.16934696796183432,True,-0.08761335318191661,0.3222132100000508
3,5,Joey Lawrence,0.1592356687898089,0,0.1585097242596512,0.1629775412102419,True,-0.08761335318191661,0.3222132100000508
3,5,Mario Lopez,0.1719745222929936,0,0.19103822581062643,0.19050689866046894,True,-0.08761335318191661,0.36248142095346253
3,5,Monique Coleman,0.1719745222929936,0,0.1473922623921415,0.15023868770705723,True,-0.08761335318191661,0.3222132100000508
3,5,Willa Ford,0.1719745222929936,1,0.16491899335424842,0.14923868770705725,True,-0.08761335318191661,0.3212132100000509
3,6,Emmitt Smith,0.211864406779661,0,0.2088614211598704,0.2086287077511022,True,-0.08031680365778046,0.4204931145307632
3,6,Jerry Springer,0.1525423728813559,0,0.19905344250482687,0.19906121707392105,True,-0.08031680365778046,0.35160358995527696
3,6,Joey Lawrence,0.2033898305084746,0,0.19156670485049493,0.1917661659082771,True,-0.08031680365778046,0.3951559964167517
3,6,Mario Lopez,0.2372881355932203,0,0.22392520194297655,0.22334428304230794,True,-0.08031680365778046,0.46063241863552823
3,6,Monique Coleman,0.1949152542372881,0,0.17659322954183126,0.1771996262243917,True,-0.08031680365778046,0.3721148804616798
3,7,Emmitt Smith,0.2111111111111111,0,0.2086287077511022,0.2084023637505541,True,-0.08032449913040351,0.41951347486166524
3,7,Jerry Springer,0.1703703703703703,1,0.19906121707392105,0.19906959178728234,True,-0.08032449913040351,0.3694399621576526
3,7,Joey Lawrence,0.2111111111111111,0,0.1917661659082771,0.19196121883004913,True,-0.08032449913040351,0.40307232994116027
3,7,Mario Lopez,0.2074074074074074,0,0.22334428304230794,0.22277714743634688,True,-0.08032449913040351,0.4301845548437543
3,7,Monique Coleman,0.2,0,0.1771996262243917,0.17778967819576766,True,-0.08032449913040351,0.3777896781957677
3,8,Emmitt Smith,0.2477064220183486,0,0.2602003390227193,0.259982407281802,True,-0.0691391269821361,0.5076888293001506
3,8,Joey Lawrence,0.2477064220183486,0,0.23967278163206718,0.23986573627942195,True,-0.0691391269821361,0.48757215829777056
3,8,Mario Lopez,0.2614678899082568,0,0.27814794537951903,0.27759650730402874,True,-0.0691391269821361,0.5390643972122855
3,8,Monique Coleman,0.2431192660550458,1,0.22197893396569454,0.2225553491347473,True,-0.0691391269821361,0.46567461518979314
3,9,Emmitt Smith,0.3333333333333333,0,0.3344063233214815,0.3343813567363421,True,-0.05484325712016067,0.6677146900696754
3,9,Joey Lawrence,0.3333333333333333,0,0.30853094945404114,0.3089086560165205,True,-0.05484325712016067,0.6422419893498539
3,9,Mario Lopez,0.3333333333333333,0,0.35706272722447735,0.3567099872471375,True,-0.05484325712016067,0.6900433205804708
3,10,Emmitt Smith,0.5,0,0.48384538403990696,0.48400698648112844,True,-0.03463151576313926,0.9840069864811285
3,10,Mario Lopez,0.5,0,0.516154615960093,0.5159930135188716,True,-0.03463151576313926,1.0159930135188717
4,1,Apolo Anton Ohno,0.1019417475728155,0,0.1019417475728155,0.10129215553795816,True,-0.11918535804657562,0.20323390311077366
4,1,Billy Ray Cyrus,0.0631067961165048,0,0.0631067961165048,0.06485506932490354,True,-0.11918535804657562,0.12796186544140833
4,1,Clyde Drexler,0.0776699029126213,0,0.0776699029126213,0.07837997943809005,True,-0.11918535804657562,0.15604988235071135
4,1,Heather Mills,0.087378640776699,0,0.087378640776699,0.08749980208449994,True,-0.11918535804657562,0.17487844286119894
4,1,Ian Ziering,0.1019417475728155,0,0.1019417475728155,0.10129215553795816,True,-0.11918535804657562,0.20323390311077366
4,1,Joey Fatone,0.116504854368932,0,0.116504854368932,0.11518760556223599,True,-0.11918535804657562,0.231692459931168
4,1,John Ratzenberger,0.0825242718446602,0,0.0825242718446602,0.08293122522383341,True,-0.11918535804657562,0.1654554970684936
4,1,Laila Ali,0.1116504854368932,0,0.1116504854368932,0.11054603452527108,True,-0.11918535804657562,0.22219651996216427
4,1,Leeza Gibbons,0.0728155339805825,0,0.0728155339805825,0.0738483028816814,True,-0.11918535804657562,0.14666383686226392
4,1,Paulina Porizkova,0.0922330097087378,0,0.0922330097087378,0.092083834895218,True,-0.11918535804657562,0.1843168446039558
4,1,Shandi Finnessey,0.0922330097087378,0,0.0922330097087378,0.09208383498835025,True,-0.11918535804657562,0.18431684469708803
4,2,Apolo Anton Ohno,0.1061224489795918,0,0.10129215553795816,0.10075595117310004,True,-0.11679878343320872,0.20687840015269185
4,2,Billy Ray Cyrus,0.0857142857142857,0,0.06485506932490354,0.07520109656013368,True,-0.11679878343320872,0.16091538227441937
4,2,Clyde Drexler,0.073469387755102,0,0.07837997943809005,0.08744599451931738,True,-0.11679878343320872,0.16091538227441937
4,2,Heather Mills,0.0979591836734693,0,0.08749980208449994,0.08761019712668346,True,-0.11679878343320872,0.18556938080015276
4,2,Ian Ziering,0.0897959183673469,0,0.10129215553795816,0.10075595285508193,True,-0.11679878343320872,0.19055187122242884
4,2,Joey Fatone,0.0979591836734693,0,0.11518760556223599,0.11399550111155547,True,-0.11679878343320872,0.21195468478502477
4,2,John Ratzenberger,0.0857142857142857,0,0.08293122522383341,0.0832827488806265,True,-0.11679878343320872,0.16899703459491222
4,2,Laila Ali,0.110204081632653,0,0.11054603452527108,0.10957818723037198,True,-0.11679878343320872,0.219782268863025
4,2,Leeza Gibbons,0.0857142857142857,0,0.0738483028816814,0.07520109656013368,True,-0.11679878343320872,0.16091538227441937
4,2,Paulina Porizkova,0.0857142857142857,1,0.092083834895218,0.07420109656013368,True,-0.11679878343320872,0.15991538227441937
4,2,Shandi Finnessey,0.0816326530612244,0,0.09208383498835025,0.09197217742286194,True,-0.11679878343320872,0.17360483048408634
4,3,Apolo Anton Ohno,0.1055045871559633,0,0.10883135721886766,0.10842643348993515,True,-0.11247786201704603,0.21393102064589845
